CRN,Cap,Act,Rem,Status
38133,28,24,4,OPEN
30431,28,11,17,OPEN
30432,28,--,0,See Instructor
31697,28,16,12,OPEN
30452,28,--,0,CLOSED
30584,28,--,0,See Instructor
32211,28,--,0,See Instructor
32212,28,--,0,See Instructor
32466,28,--,0,See Instructor
35754,28,--,0,See Instructor
35767,28,--,0,See Instructor
35967,28,--,0,See Instructor
36492,28,--,0,See Instructor
37293,28,25,3,OPEN
37294,28,--,0,See Instructor
37521,28,--,0,See Instructor
37522,28,--,0,See Instructor
37524,28,--,0,See Instructor
38032,28,9,19,OPEN
34589,28,--,0,CLOSED
35753,28,--,0,Waitlisted
35779,28,--,0,Waitlisted
35828,28,--,0,Waitlisted
37523,28,--,0,Waitlisted
37525,28,--,0,Waitlisted
38056,28,--,0,CLOSED
38057,28,--,0,CLOSED
38064,28,--,0,Waitlisted
31587,28,--,0,Waitlisted
36431,28,--,0,Waitlisted
37530,28,--,0,Waitlisted
38010,28,--,0,Waitlisted
33923,28,21,7,OPEN
37100,28,17,11,OPEN
38136,28,--,0,See Instructor
35222,28,--,0,Waitlisted
35498,28,--,0,Waitlisted
37145,28,--,0,Waitlisted
37520,28,--,0,Waitlisted
37963,28,--,0,Waitlisted
38873,28,--,0,Waitlisted
37492,25,9,16,OPEN
30462,28,--,0,See Instructor
30471,28,--,0,See Instructor
30688,28,--,0,See Instructor
37309,28,7,21,OPEN
37310,28,--,0,See Instructor
37311,28,25,3,OPEN
37312,28,16,12,OPEN
37321,28,27,1,OPEN
37326,28,22,6,OPEN
38797,28,27,1,OPEN
38799,28,25,3,OPEN
38875,28,10,18,OPEN
30308,28,--,0,See Instructor
30398,28,--,0,See Instructor
30400,28,20,8,OPEN
30760,28,14,14,OPEN
36387,28,--,0,See Instructor
37315,28,27,1,OPEN
37316,28,16,12,OPEN
37912,28,--,0,See Instructor
38536,28,18,10,OPEN
38798,28,--,0,See Instructor
38804,28,--,0,See Instructor
38805,28,22,6,OPEN
38859,28,15,13,OPEN
37570,28,11,17,OPEN
38785,28,12,16,OPEN
37328,28,11,17,OPEN
35497,28,--,0,See Instructor
35893,28,--,0,See Instructor
35984,28,24,4,OPEN
37323,28,--,0,CLOSED
37512,28,--,0,See Instructor
37513,28,27,1,OPEN
37515,28,--,0,CLOSED
37516,28,--,0,See Instructor
37517,28,--,0,See Instructor
37897,28,--,0,See Instructor
37898,28,--,0,See Instructor
37901,28,--,0,See Instructor
38806,28,27,1,OPEN
38848,28,26,2,OPEN
38176,28,9,19,OPEN
37324,28,--,0,Waitlisted
38020,28,--,0,Waitlisted
38030,28,--,0,CLOSED
38058,28,--,0,Waitlisted
37957,28,--,0,Waitlisted
37920,28,--,0,CLOSED
37702,28,27,1,OPEN
36377,28,26,2,OPEN
37325,28,--,0,Waitlisted
37951,28,--,0,CLOSED
37970,28,--,0,CLOSED
37932,25,20,5,OPEN
37493,25,--,0,See Instructor
30003,28,7,21,OPEN
30310,30,22,8,Restricted: Puente
32758,28,--,0,See Instructor
33369,28,19,9,OPEN
35420,28,21,7,OPEN
35780,28,19,9,OPEN
35985,28,--,0,See Instructor
35989,28,--,0,See Instructor
38140,28,12,16,OPEN
30477,28,--,0,See Instructor
30488,28,--,0,See Instructor
30496,28,24,4,OPEN
33368,28,--,0,See Instructor
34798,28,17,11,OPEN
35814,28,8,20,OPEN
37133,28,10,18,Permission of Instructor
34755,28,26,2,OPEN
36343,28,6,22,OPEN
35903,28,--,0,See Instructor
35981,28,--,0,See Instructor
35982,28,27,1,OPEN
36386,28,24,4,OPEN
36522,28,--,0,See Instructor
36570,28,--,0,See Instructor
37128,28,--,0,See Instructor
37332,28,--,0,CLOSED
37333,28,19,9,OPEN
37899,28,--,0,See Instructor
38178,28,9,19,OPEN
38516,28,8,20,Restricted: Study Abroad
38060,28,26,2,OPEN
36523,28,12,16,OPEN
37146,28,16,12,OPEN
38019,28,6,22,OPEN
38637,30,14,16,Restricted: Dual Enrollment
36294,25,19,6,OPEN
36293,25,--,0,See Instructor
30478,28,--,0,See Instructor
37330,28,--,0,See Instructor
38517,28,20,8,Restricted: Study Abroad
37329,28,15,13,OPEN
38483,15,--,0,See Instructor
37331,28,--,0,See Instructor
35983,28,--,0,See Instructor
31005,25,11,3,OPEN
31536,25,0,2,OPEN
37914,25,1,3,OPEN
38553,25,5,9,OPEN
31319,25,8,3,OPEN
31669,25,--,0,CLOSED
35145,1,0,1,Permission of Instructor
38475,30,--,0,See Instructor
37494,30,23,7,OPEN
38480,30,--,0,See Instructor
32457,30,13,17,OPEN
30486,36,15,21,OPEN
30422,36,21,15,OPEN
38696,30,25,5,OPEN
38481,30,--,0,CLOSED
32757,30,--,0,See Instructor
35130,30,28,2,OPEN
38518,28,16,12,Restricted: Study Abroad
37509,30,21,1,OPEN
38618,30,29,1,OPEN
37511,30,--,0,CLOSED
37283,28,13,15,OPEN
37281,28,27,1,OPEN
37284,28,21,7,OPEN
38138,28,--,0,CLOSED
37285,28,11,17,OPEN
37291,28,12,16,OPEN
31723,24,--,0,See Instructor
30210,24,21,3,OPEN
32317,24,19,5,OPEN
35477,24,--,0,See Instructor
36571,24,--,0,See Instructor
36243,24,16,8,OPEN
36322,24,--,0,See Instructor
35079,24,23,1,OPEN
34342,27,22,5,OPEN
30169,30,--,0,See Instructor
33893,30,--,0,See Instructor
33894,30,--,0,See Instructor
30170,30,29,1,OPEN
31154,30,--,0,Waitlisted
33773,27,23,4,OPEN
33610,30,--,0,See Instructor
37559,27,15,12,OPEN
38102,25,24,1,OPEN
38103,25,12,13,OPEN
38105,25,--,0,Waitlisted
38098,25,15,10,OPEN
38099,25,20,5,OPEN
38101,25,--,0,Waitlisted
38106,25,14,11,OPEN
38109,25,9,16,OPEN
38108,25,--,0,See Instructor
38485,25,--,0,Waitlisted
31497,25,11,14,OPEN
38486,25,10,15,OPEN
38802,25,13,12,OPEN
38113,25,24,1,OPEN
38116,25,--,0,See Instructor
30686,25,--,0,CLOSED
36009,25,--,0,See Instructor
38112,25,--,0,CLOSED
38192,20,11,9,OPEN
38193,20,1,19,OPEN
38180,30,9,21,OPEN
38492,20,11,9,OPEN
38493,30,1,29,OPEN
38181,30,--,0,See Instructor
38494,20,9,11,OPEN
38182,30,12,18,OPEN
38183,30,8,22,OPEN
38184,30,14,16,OPEN
38213,26,--,0,See Instructor
38214,26,24,2,OPEN
34102,30,--,0,See Instructor
37382,30,22,8,OPEN
38215,30,20,10,OPEN
38216,30,26,4,OPEN
38501,29,7,22,OPEN
38500,29,--,0,See Instructor
34109,30,6,24,OPEN
37384,30,10,20,OPEN
38217,30,10,20,OPEN
38219,30,16,14,OPEN
34112,30,29,1,OPEN
34116,30,--,0,See Instructor
38792,30,--,0,See Instructor
34118,30,--,0,See Instructor
38220,30,--,0,See Instructor
38503,30,7,23,OPEN
38502,30,--,0,See Instructor
34119,30,7,23,OPEN
34123,30,--,0,Waitlisted
38898,30,0,30,OPEN
34122,30,13,17,OPEN
34126,30,12,18,OPEN
34127,30,--,0,See Instructor
34133,30,26,4,OPEN
34131,30,--,0,See Instructor
34136,30,21,9,OPEN
38505,30,20,10,OPEN
38504,30,--,0,See Instructor
34137,30,26,4,OPEN
34140,30,10,20,OPEN
34142,30,13,17,OPEN
37884,30,9,21,OPEN
34143,30,--,0,See Instructor
37939,30,25,5,OPEN
38795,30,29,1,OPEN
34148,30,18,12,OPEN
34150,30,22,8,OPEN
38507,30,13,17,OPEN
38506,30,22,8,OPEN
34151,30,--,0,Waitlisted
38082,30,24,6,OPEN
38899,30,1,29,OPEN
34153,30,13,17,OPEN
34155,30,10,20,OPEN
34163,30,18,12,OPEN
35908,30,--,0,See Instructor
38796,30,17,13,OPEN
35907,30,19,11,OPEN
37446,30,--,0,See Instructor
38509,30,11,19,OPEN
38508,30,7,23,OPEN
34166,30,--,0,Waitlisted
38221,30,9,21,OPEN
35911,30,15,15,OPEN
38222,30,6,24,OPEN
38223,30,--,0,See Instructor
38224,30,29,1,OPEN
35351,30,--,0,See Instructor
38195,30,23,7,OPEN
38496,30,10,20,OPEN
38497,15,13,2,OPEN
35350,30,15,15,OPEN
37975,15,0,15,OPEN
36637,30,23,7,OPEN
38203,30,6,24,OPEN
35358,30,--,0,See Instructor
38191,30,--,0,See Instructor
38196,30,--,0,See Instructor
38197,30,9,21,OPEN
38185,30,29,1,OPEN
35357,30,16,14,OPEN
37306,30,12,18,OPEN
35361,25,--,0,See Instructor
37193,25,24,1,OPEN
38206,25,10,15,OPEN
35363,25,9,16,OPEN
38499,25,--,0,See Instructor
38198,25,18,7,OPEN
38186,25,--,0,See Instructor
37194,25,6,19,OPEN
38207,25,2,23,OPEN
35365,30,27,3,OPEN
35364,30,13,17,OPEN
35367,30,13,17,OPEN
37937,30,17,13,OPEN
38208,30,8,22,OPEN
35368,25,15,10,OPEN
35369,25,13,12,OPEN
38190,30,8,22,OPEN
37192,30,22,8,OPEN
37940,30,20,10,OPEN
37307,30,19,11,OPEN
38209,25,19,6,OPEN
38187,25,10,15,OPEN
38210,25,17,8,OPEN
38189,30,22,8,OPEN
38188,30,20,10,OPEN
38396,30,26,4,OPEN
38397,30,3,27,OPEN
35374,25,22,3,OPEN
35376,25,18,7,OPEN
38211,25,18,7,OPEN
38212,25,11,14,OPEN
37625,40,--,0,CLOSED
38862,40,16,17,OPEN
37630,40,12,5,OPEN
37631,40,--,0,CLOSED
37688,40,19,1,OPEN
37624,40,--,0,CLOSED
38878,40,--,0,CLOSED
38616,40,0,37,Restricted: Dual Enrollment
38482,30,--,0,CLOSED
38313,40,5,23,OPEN
38315,40,7,21,OPEN
38824,40,4,34,OPEN
37620,40,--,0,CLOSED
38472,30,8,1,OPEN
37674,40,10,9,OPEN
37668,40,11,8,OPEN
37676,40,15,11,OPEN
38418,40,17,3,OPEN
37616,40,2,23,OPEN
37677,40,12,12,OPEN
37700,40,--,0,CLOSED
37690,40,5,20,OPEN
38421,40,--,0,CLOSED
38473,30,--,0,CLOSED
37786,40,--,0,CLOSED
30904,26,--,0,See Instructor
37636,26,--,0,See Instructor
30391,26,--,0,See Instructor
31334,26,18,8,OPEN
32904,20,6,10,OPEN
30665,35,--,0,See Instructor
32770,35,--,0,See Instructor
32182,24,16,8,OPEN
38442,24,--,0,See Instructor
31180,24,23,1,OPEN
30863,24,18,6,OPEN
32761,20,11,9,OPEN
30194,20,14,6,OPEN
31163,20,10,9,OPEN
31146,20,0,9,OPEN
34208,20,1,9,OPEN
38445,20,12,5,OPEN
34981,35,--,0,See Instructor
35297,20,4,10,OPEN
32771,20,3,5,OPEN
38092,40,39,1,OPEN
38432,40,--,0,See Instructor
38767,30,11,19,Restricted: Dual Enrollment
38093,40,39,1,OPEN
38433,40,--,0,Waitlisted
37278,40,11,29,OPEN
30639,30,12,18,OPEN
30643,30,24,6,OPEN
30636,30,10,20,OPEN
30427,30,--,0,See Instructor
38800,30,--,0,See Instructor
30492,30,16,14,OPEN
30733,30,10,20,OPEN
30647,25,13,12,OPEN
33990,25,8,13,OPEN
33985,25,4,13,OPEN
38405,25,10,13,OPEN
38715,25,2,13,OPEN
38404,25,--,0,See Instructor
34180,21,5,16,Restricted: See Counselor
34181,21,0,21,Restricted: See Counselor
34182,21,2,19,Restricted: See Counselor
38173,21,3,18,Restricted: See Counselor
38775,21,2,19,Restricted: See Counselor
34183,21,0,21,Restricted: See Counselor
34184,21,3,18,Restricted: See Counselor
38776,21,1,20,Restricted: See Counselor
34185,21,0,21,Restricted: See Counselor
38175,21,1,20,Restricted: See Counselor
37111,21,1,20,Restricted: See Counselor
37112,21,0,21,Restricted: See Counselor
38174,21,2,19,Restricted: See Counselor
34014,35,31,4,OPEN
36585,35,--,0,See Instructor
30656,35,31,4,OPEN
30657,35,15,20,OPEN
31516,35,--,0,See Instructor
32132,35,--,0,See Instructor
32983,35,--,0,See Instructor
33891,35,--,0,See Instructor
33220,35,33,2,OPEN
35730,35,--,0,See Instructor
38000,35,--,0,See Instructor
38011,35,33,2,OPEN
33228,35,--,0,CLOSED
33229,35,--,0,CLOSED
36001,35,28,7,OPEN
37114,35,--,0,See Instructor
38035,35,--,0,CLOSED
30347,35,--,0,See Instructor
30349,35,23,12,OPEN
32061,35,--,0,See Instructor
38155,35,--,0,See Instructor
38735,25,12,13,Restricted: Dual Enrollment
36003,24,8,16,OPEN
33526,24,--,0,See Instructor
38156,35,7,28,OPEN
33204,1,--,0,CLOSED
37428,24,23,1,OPEN
37429,24,15,9,OPEN
30661,35,34,1,OPEN
31634,30,--,0,See Instructor
31654,35,--,0,See Instructor
34812,30,25,5,OPEN
36005,30,21,9,OPEN
35414,30,29,1,OPEN
37430,30,--,0,See Instructor
30684,35,31,4,OPEN
30196,30,14,16,OPEN
34012,35,19,16,OPEN
37447,18,12,6,OPEN
32130,35,31,4,OPEN
34769,35,28,7,OPEN
36628,35,--,0,See Instructor
38152,35,--,0,CLOSED
38153,30,28,2,OPEN
33202,1,0,1,Permission of Instructor
36007,35,25,10,OPEN
37204,35,--,0,See Instructor
38720,35,--,0,Waitlisted
38695,30,0,30,OPEN
37670,40,30,10,OPEN
34368,18,16,2,OPEN
38582,25,18,7,OPEN
34369,18,11,7,OPEN
38583,25,11,14,OPEN
30794,30,18,12,OPEN
30778,30,12,18,OPEN
36741,25,4,18,OPEN
36742,25,3,18,OPEN
31608,30,29,1,OPEN
33735,30,--,0,Waitlisted
38294,35,--,0,See Instructor
30660,35,--,0,See Instructor
30784,35,32,3,OPEN
31192,35,33,2,OPEN
37391,35,34,1,OPEN
31419,35,--,0,Waitlisted
37402,35,--,0,Waitlisted
38887,35,--,0,CLOSED
38626,30,19,11,Restricted: Dual Enrollment
38627,30,--,0,CLOSED
38628,30,25,5,Restricted: Dual Enrollment
38629,30,23,7,Restricted: Dual Enrollment
38630,30,--,0,CLOSED
36678,35,--,0,See Instructor
38886,35,--,0,Waitlisted
36679,35,--,0,CLOSED
38781,30,0,30,Restricted: Dual Enrollment
37365,35,--,0,See Instructor
30295,40,38,2,OPEN
30355,40,27,13,OPEN
30692,40,13,27,OPEN
35606,40,35,5,OPEN
34751,40,39,1,OPEN
37566,40,--,0,See Instructor
33498,40,--,0,See Instructor
38391,40,29,11,OPEN
34933,40,--,0,See Instructor
35716,40,--,0,CLOSED
30058,40,16,24,OPEN
31194,36,15,21,OPEN
31577,40,25,15,OPEN
32342,40,10,30,OPEN
35639,40,38,2,OPEN
30715,40,33,7,OPEN
32952,40,26,14,OPEN
35808,40,--,0,See Instructor
30706,40,23,17,OPEN
32323,40,--,0,See Instructor
32194,40,--,0,See Instructor
33240,40,--,0,See Instructor
33243,40,--,0,See Instructor
38613,40,--,0,See Instructor
33231,40,--,0,See Instructor
33232,40,37,3,OPEN
33233,40,--,0,See Instructor
33238,40,--,0,See Instructor
33244,40,--,0,CLOSED
33235,40,--,0,Waitlisted
33236,40,--,0,Waitlisted
33237,40,--,0,Waitlisted
34687,40,--,0,Waitlisted
35859,40,--,0,Waitlisted
36417,40,--,0,Waitlisted
36456,40,--,0,Waitlisted
37179,40,--,0,Waitlisted
32056,40,22,18,OPEN
33937,40,--,0,See Instructor
35612,40,22,18,OPEN
30723,40,18,22,OPEN
35610,40,32,8,OPEN
36819,36,20,16,OPEN
38561,40,36,4,OPEN
38594,40,23,17,OPEN
32346,40,23,17,OPEN
32345,40,12,28,OPEN
36705,40,--,0,See Instructor
36706,40,25,15,OPEN
36707,40,--,0,See Instructor
37745,40,--,0,See Instructor
37746,40,--,0,See Instructor
37748,40,--,0,CLOSED
37749,40,--,0,See Instructor
37752,40,--,0,See Instructor
37750,40,--,0,CLOSED
37753,40,--,0,Waitlisted
37757,35,--,0,See Instructor
33953,40,24,16,OPEN
31157,40,--,0,See Instructor
38885,35,20,15,Restricted: Dual Enrollment
38717,20,7,13,Restricted: Dual Enrollment
38612,40,8,32,OPEN
30040,40,32,8,OPEN
30063,40,26,14,OPEN
30855,40,20,20,OPEN
35644,40,--,0,See Instructor
38540,40,15,25,OPEN
35788,40,13,27,OPEN
38312,40,12,23,OPEN
38314,40,12,21,OPEN
37588,40,21,9,OPEN
37584,40,21,8,OPEN
37585,40,14,11,OPEN
38416,40,20,3,OPEN
37591,40,16,12,OPEN
37593,40,--,0,CLOSED
37592,40,15,20,OPEN
38419,40,--,0,CLOSED
38779,40,--,0,See Instructor
38778,15,0,15,Restricted
38543,40,--,0,See Instructor
37732,30,--,0,See Instructor
37733,30,--,0,See Instructor
37736,30,25,5,OPEN
37737,40,--,0,See Instructor
37738,40,--,0,See Instructor
37729,40,--,0,Waitlisted
38054,40,35,5,OPEN
38864,25,15,10,OPEN
38865,25,--,0,See Instructor
38453,40,--,0,See Instructor
38511,40,19,21,OPEN
37470,40,--,0,Waitlisted
38736,40,29,11,OPEN
37944,40,--,0,CLOSED
38455,24,21,3,OPEN
37945,24,--,0,See Instructor
37221,40,--,0,Waitlisted
37222,40,--,0,Waitlisted
37223,40,--,0,Waitlisted
38456,24,9,15,OPEN
38457,24,19,5,OPEN
38458,24,4,20,OPEN
31289,40,--,0,See Instructor
35646,40,17,23,OPEN
35826,40,36,4,OPEN
35151,40,--,0,See Instructor
38427,40,--,0,See Instructor
30729,40,--,0,See Instructor
38428,40,19,21,Restricted: Study Abroad
37984,40,--,0,CLOSED
38606,30,25,5,Restricted: Dual Enrollment
37790,35,--,0,See Instructor
37578,35,--,0,See Instructor
38429,40,16,24,Restricted: Study Abroad
37787,40,--,0,See Instructor
37577,40,25,15,OPEN
32349,40,--,0,See Instructor
32965,40,--,0,See Instructor
37958,40,--,0,See Instructor
38430,40,20,20,Restricted: Study Abroad
34318,30,16,14,OPEN
30446,30,21,9,OPEN
34735,30,14,16,OPEN
31050,30,--,0,CLOSED
30736,30,--,0,See Instructor
30293,30,9,21,OPEN
37031,30,--,0,See Instructor
31590,25,3,15,OPEN
30662,25,7,15,OPEN
38406,25,15,2,OPEN
38407,25,8,2,OPEN
34386,25,--,0,See Instructor
32610,25,--,0,See Instructor
30481,30,12,18,OPEN
30730,30,--,0,See Instructor
30739,30,12,18,OPEN
30482,30,22,8,OPEN
31431,30,--,0,See Instructor
31465,30,18,12,OPEN
32031,30,27,3,OPEN
30744,30,--,0,See Instructor
31281,30,--,0,See Instructor
30740,30,17,13,OPEN
30746,30,--,0,See Instructor
31684,30,--,0,See Instructor
30742,25,12,13,OPEN
38415,30,6,24,OPEN
31687,25,24,1,OPEN
35926,25,4,16,OPEN
36793,25,5,16,OPEN
32223,25,20,5,OPEN
31303,30,22,8,OPEN
38311,30,16,14,OPEN
30753,30,14,6,OPEN
31754,30,9,6,OPEN
37793,20,9,4,OPEN
37845,20,0,4,OPEN
32313,30,0,6,OPEN
32314,30,1,6,OPEN
35224,3,1,2,Permission of Dean
38881,15,0,15,OPEN
38088,15,10,5,OPEN
36468,40,30,10,OPEN
36469,40,36,4,OPEN
36466,25,17,8,OPEN
36467,25,15,10,OPEN
37361,15,14,1,OPEN
34021,25,21,4,OPEN
36031,25,18,7,OPEN
37404,15,--,0,See Instructor
37403,15,13,2,OPEN
34022,25,20,5,OPEN
34023,25,16,9,OPEN
34024,35,--,0,See Instructor
34026,15,10,5,OPEN
30475,35,21,6,OPEN
31147,35,21,10,OPEN
35468,35,--,0,CLOSED
35473,35,--,0,CLOSED
37162,35,25,2,OPEN
34530,35,17,3,OPEN
37408,35,--,0,CLOSED
38768,35,--,0,CLOSED
38771,35,9,14,OPEN
34898,35,19,6,OPEN
31492,35,3,10,OPEN
31600,35,4,6,OPEN
35469,35,--,0,CLOSED
35474,35,--,0,CLOSED
38289,35,6,2,OPEN
34531,35,3,3,OPEN
37409,35,--,0,CLOSED
38769,35,--,0,CLOSED
38772,35,6,14,OPEN
34899,35,9,6,OPEN
30978,35,4,6,OPEN
35463,35,1,10,OPEN
35470,35,--,0,CLOSED
35475,35,--,0,CLOSED
38290,35,2,2,OPEN
34532,35,12,3,OPEN
37410,35,--,0,CLOSED
38770,35,--,0,CLOSED
38773,35,6,14,OPEN
34900,35,1,6,OPEN
33034,35,--,0,CLOSED
38012,35,--,0,CLOSED
38891,35,--,0,Waitlisted
31160,35,14,15,OPEN
37399,35,13,20,OPEN
38745,35,14,3,OPEN
38755,35,3,7,OPEN
31435,35,4,15,OPEN
37400,35,1,20,OPEN
38756,35,14,7,OPEN
38830,35,8,3,OPEN
35782,35,2,15,OPEN
37401,35,1,20,OPEN
38747,35,10,3,OPEN
38757,35,11,7,OPEN
37398,35,--,0,CLOSED
38879,35,--,0,CLOSED
38631,30,--,0,CLOSED
35508,35,25,5,OPEN
36664,35,28,2,OPEN
35509,35,5,5,OPEN
36665,35,5,2,OPEN
30917,35,11,21,OPEN
31733,35,8,19,OPEN
32251,35,24,7,OPEN
32436,35,16,16,OPEN
34901,35,3,21,OPEN
34903,35,4,19,OPEN
34908,35,2,7,OPEN
34928,35,2,16,OPEN
34902,35,0,21,OPEN
34904,35,4,19,OPEN
34909,35,2,7,OPEN
34929,35,1,16,OPEN
35266,35,20,4,OPEN
35267,35,18,6,OPEN
36723,35,25,4,OPEN
37540,35,25,1,OPEN
35280,35,7,19,OPEN
35476,35,19,12,OPEN
36726,35,23,8,OPEN
35938,35,6,4,OPEN
35940,35,9,6,OPEN
36724,35,4,4,OPEN
37541,35,9,1,OPEN
35944,35,2,12,OPEN
35946,35,9,19,OPEN
36727,35,3,8,OPEN
35939,35,5,4,OPEN
35941,35,2,6,OPEN
36725,35,2,4,OPEN
37542,35,0,1,OPEN
35945,35,2,12,OPEN
35947,35,0,19,OPEN
36728,35,1,8,OPEN
37370,30,19,11,OPEN
37338,35,--,0,CLOSED
37425,35,15,8,OPEN
37423,35,--,0,CLOSED
37426,35,11,8,OPEN
37424,35,--,0,CLOSED
37427,35,1,8,OPEN
38649,35,16,18,OPEN
38645,35,12,19,OPEN
38650,35,1,18,OPEN
38646,35,3,19,OPEN
38651,35,0,18,OPEN
38647,35,1,19,OPEN
38295,35,14,18,OPEN
38537,35,2,18,OPEN
38539,35,1,18,OPEN
32306,32,20,1,OPEN
30985,32,6,1,OPEN
30993,32,5,1,OPEN
32264,25,16,4,OPEN
33549,25,3,4,OPEN
33550,25,2,4,OPEN
37357,30,9,17,OPEN
37358,30,2,17,OPEN
38789,30,2,17,OPEN
35262,35,24,1,OPEN
35263,35,7,1,OPEN
35264,35,3,1,OPEN
37374,35,24,11,OPEN
32255,25,10,9,OPEN
34568,25,3,13,OPEN
38704,25,9,9,OPEN
32254,25,14,2,OPEN
32258,25,6,9,OPEN
34569,25,7,13,OPEN
38705,25,6,9,OPEN
32257,25,7,2,OPEN
32261,25,0,9,OPEN
34570,25,2,13,OPEN
38706,25,1,9,OPEN
32260,25,2,2,OPEN
31582,25,15,1,OPEN
34401,25,8,7,OPEN
31584,25,7,1,OPEN
34402,25,5,7,OPEN
33030,25,2,1,OPEN
34403,25,5,7,OPEN
37362,35,--,0,CLOSED
37363,35,--,0,CLOSED
37364,35,--,0,CLOSED
38759,30,15,2,OPEN
36672,30,--,0,CLOSED
38292,30,7,2,OPEN
36673,30,--,0,CLOSED
38293,30,6,2,OPEN
36674,30,--,0,CLOSED
38758,35,29,6,OPEN
32269,35,--,0,See Instructor
35177,35,--,0,See Instructor
36032,35,--,0,Waitlisted
31213,30,23,7,OPEN
38633,30,0,30,Restricted: Dual Enrollment
38847,30,11,19,Restricted: Dual Enrollment
38634,30,7,23,Restricted: Dual Enrollment
38325,35,--,0,See Instructor
38632,30,27,3,Restricted: Dual Enrollment
31442,10,2,8,Permission of Instructor
38323,25,13,12,OPEN
36687,15,2,6,OPEN
36688,15,7,6,OPEN
38743,45,2,42,OPEN
38744,45,1,42,OPEN
38297,30,--,0,See Instructor
35286,30,--,0,Waitlisted
38326,30,--,0,Waitlisted
36026,28,15,13,OPEN
36027,28,16,12,OPEN
38521,25,--,0,CLOSED
38525,30,28,2,OPEN
38520,25,--,0,CLOSED
38522,25,16,9,OPEN
38523,30,--,0,CLOSED
34627,9999,2,9997,OPEN
38270,14,13,1,OPEN
30503,30,9,16,OPEN
32923,30,5,16,OPEN
34843,30,--,0,Waitlisted
36400,30,--,0,Waitlisted
37458,30,--,0,See Instructor
32752,30,--,0,See Instructor
34844,30,--,0,See Instructor
37304,30,16,14,OPEN
37305,25,--,0,See Instructor
38296,25,24,1,OPEN
31169,25,--,0,See Instructor
31432,25,11,3,OPEN
37913,25,21,3,OPEN
38488,25,11,9,OPEN
30525,25,14,3,OPEN
31134,25,--,0,See Instructor
37848,25,11,14,OPEN
34736,22,--,0,CLOSED
35287,25,--,0,CLOSED
35816,25,--,0,See Instructor
33323,25,11,14,OPEN
38491,1,--,0,CLOSED
37695,23,7,16,Restricted: Med Asst Program
37696,20,8,12,Restricted: Med Asst Program
37697,30,7,23,Restricted: Med Asst Program
32730,20,13,7,Restricted: Med Asst Program
37859,20,4,16,Restricted: Med Asst Program
38089,20,4,16,Restricted: Med Asst Program
32731,23,14,9,Restricted: Med Asst Program
37740,20,15,5,Restricted: Med Asst Program
37692,20,13,7,Restricted: Med Asst Program
33096,20,15,5,Restricted: Med Asst Program
38542,20,--,0,CLOSED
38546,15,11,1,OPEN
35500,15,5,3,OPEN
38547,15,3,1,OPEN
36341,15,7,3,OPEN
38284,15,--,0,See Instructor
38889,15,4,9,OPEN
38893,15,2,9,OPEN
31574,35,32,3,OPEN
32403,35,34,1,OPEN
36212,28,25,3,OPEN
36213,28,27,1,OPEN
36215,35,--,0,See Instructor
36216,35,--,0,CLOSED
36912,28,25,3,OPEN
36935,35,--,0,See Instructor
31233,35,--,0,See Instructor
35854,35,--,0,See Instructor
36251,28,25,3,OPEN
36260,35,--,0,See Instructor
36887,35,32,3,OPEN
36890,28,25,3,OPEN
38880,35,28,7,OPEN
36264,35,--,0,See Instructor
36877,28,26,2,OPEN
37550,35,--,0,See Instructor
36217,35,--,0,See Instructor
36250,35,--,0,See Instructor
36261,35,--,0,See Instructor
36884,35,--,0,See Instructor
36908,35,--,0,See Instructor
38734,20,2,18,Restricted: Dual Enrollment
30690,30,--,0,See Instructor
31565,30,--,0,See Instructor
31619,30,--,0,See Instructor
32411,30,--,0,See Instructor
33084,30,19,11,OPEN
36267,30,--,0,See Instructor
37551,25,--,0,CLOSED
30628,30,24,6,OPEN
30900,30,28,2,OPEN
31623,30,--,0,See Instructor
34990,30,--,0,See Instructor
36419,30,26,4,OPEN
36885,25,--,0,CLOSED
37051,30,--,0,See Instructor
37552,25,16,9,OPEN
37553,30,--,0,See Instructor
31234,30,--,0,See Instructor
31143,30,--,0,See Instructor
31251,30,29,1,OPEN
32430,30,--,0,CLOSED
32532,30,--,0,See Instructor
33504,30,--,0,See Instructor
34991,30,--,0,See Instructor
36266,30,--,0,See Instructor
36332,30,--,0,See Instructor
31974,30,20,10,Restricted: Math Path
36942,25,11,14,OPEN
36946,25,--,0,See Instructor
30709,30,17,13,OPEN
32533,30,27,3,OPEN
33506,30,28,2,OPEN
36361,30,29,1,OPEN
36418,30,--,0,See Instructor
32534,30,--,0,See Instructor
33538,30,--,0,See Instructor
35790,30,--,0,See Instructor
36991,30,--,0,CLOSED
38013,30,--,0,See Instructor
38809,30,25,5,OPEN
38833,30,21,9,OPEN
31307,30,24,6,OPEN
31266,30,--,0,See Instructor
33099,30,--,0,See Instructor
33505,30,--,0,See Instructor
36362,30,--,0,CLOSED
34992,30,20,10,Restricted: Math Path
36943,25,24,1,OPEN
30851,30,--,0,See Instructor
31305,30,--,0,See Instructor
36949,30,--,0,See Instructor
31276,30,--,0,See Instructor
38832,30,29,1,OPEN
34993,30,--,0,See Instructor
37555,30,10,20,OPEN
36223,35,--,0,See Instructor
36893,35,17,18,OPEN
36979,35,--,0,See Instructor
